DDCTransactionIdF34D64C945B3FFC3759CFCBF280BEC3D_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2016.02.08-18.55.23, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=1.196399ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
H:/rd-srvhd2/Enseignement/Utilisateurs/gcote/Home/Documents/Unreal Projects/Incoming/Content/StarterContent/Materials/M_Wood_Oak.uasset, AllOfLoadPackage_Duration=152.291790ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000328ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.015855ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.035342ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.025436ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=10.031339ms, SaveCookedPackage_HitCount=1, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
SavePackageTransactionId084B99424A4724C24EECD7B9ADE4FD03_199, Filename=H:/rd-srvhd2/Enseignement/Utilisateurs/gcote/Home/Documents/Unreal Projects/Incoming/Saved/Cooked/WindowsNoEditor/Incoming/Content/StarterContent/Materials/M_Wood_Oak.uasset, FlushAsyncLoading=0.008918ms, FlushStreamingFunc=0.003304ms, BlockTillAllRequestsFinished=0.003304ms, ResetLoadersForSaveUnMarkAllObjects=0.516612ms, TagPackageExports=1.019355ms, BeginCacheForCookedPlatformData=0.008587ms, SerializeImports=1.157425ms, GatherLocalizableTextData=0.004295ms, MarkNames=0.012882ms, SerializeSummary=0.011228ms, SerializeNames=0.112638ms, SerializeGatherableTextData=0.002313ms, BuildExportMap=0.100084ms, SortExportsNonSeekfree=0.290349ms, SortExportsSeekfreeConstructor=0.008587ms, SortExportsSeekfreeInner=1.553804ms, SortExportsSeekfree=0.003632ms, BuildDependencyMap=0.018828ms, SerializeImportMap=0.005614ms, SerializeExportMap=0.007600ms, SerializeDependencyMap=0.003301ms, SerializeStringAssetReferenceMap=0.001982ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019159ms, SerializeExports=2.008978ms, SerializeBulkData=0.018828ms, AsyncWrite=0.309173ms, UnaccountedTime=0.980705ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdF34D64C945B3FFC3759CFCBF280BEC3D_381, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufEB111F55__1CBBCAC7AF5DDF3AA92D8D2C4BD70139C5F3022A, StartTime=2016.02.08-18.56.00, HierarchicalDDC, DataSize=162589 bytes, Retrieved=true, Duration=0.432383ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdF34D64C945B3FFC3759CFCBF280BEC3D_382, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufEB111F55__EDD735E33EC3BB59BCE54B0F3E3C3C2D43E3AA7E, StartTime=2016.02.08-18.56.00, HierarchicalDDC, DataSize=126731 bytes, Retrieved=true, Duration=0.398032ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
H:/rd-srvhd2/Enseignement/Utilisateurs/gcote/Home/Documents/Unreal Projects/Incoming/Content/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.uasset, AllOfLoadPackage_Duration=271.119688ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.002310ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.013541ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.034351ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.042278ms, SavePackageCacheForCookedPlatformData_HitCount=3, SaveCookedPackage_Duration=9.766757ms, SaveCookedPackage_HitCount=2, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
SavePackageTransactionId084B99424A4724C24EECD7B9ADE4FD03_200, Filename=H:/rd-srvhd2/Enseignement/Utilisateurs/gcote/Home/Documents/Unreal Projects/Incoming/Saved/Cooked/WindowsNoEditor/Incoming/Content/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.uasset, FlushAsyncLoading=0.010241ms, FlushStreamingFunc=0.004295ms, BlockTillAllRequestsFinished=0.003632ms, ResetLoadersForSaveUnMarkAllObjects=0.493489ms, TagPackageExports=0.485893ms, BeginCacheForCookedPlatformData=0.008587ms, SerializeImports=0.606459ms, GatherLocalizableTextData=0.003964ms, MarkNames=0.012882ms, SerializeSummary=0.010900ms, SerializeNames=0.115611ms, SerializeGatherableTextData=0.002313ms, BuildExportMap=0.106361ms, SortExportsNonSeekfree=0.422142ms, SortExportsSeekfreeConstructor=0.009250ms, SortExportsSeekfreeInner=1.077157ms, SortExportsSeekfree=0.003964ms, BuildDependencyMap=0.019491ms, SerializeImportMap=0.005614ms, SerializeExportMap=0.006609ms, SerializeDependencyMap=0.003304ms, SerializeStringAssetReferenceMap=0.001982ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017837ms, SerializeExports=0.738584ms, SerializeBulkData=0.010900ms, AsyncWrite=0.126839ms, UnaccountedTime=0.963200ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
SavePackageTransactionId084B99424A4724C24EECD7B9ADE4FD03_201, Filename=H:/rd-srvhd2/Enseignement/Utilisateurs/gcote/Home/Documents/Unreal Projects/Incoming/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/Engine_MaterialFunctions01/Opacity/AlphaOffset.uasset, FlushAsyncLoading=0.011232ms, FlushStreamingFunc=0.002973ms, BlockTillAllRequestsFinished=0.002973ms, ResetLoadersForSaveUnMarkAllObjects=0.411902ms, TagPackageExports=0.050869ms, BeginCacheForCookedPlatformData=0.003964ms, SerializeImports=0.086542ms, GatherLocalizableTextData=0.002973ms, MarkNames=0.005946ms, SerializeSummary=0.008587ms, SerializeNames=0.036005ms, SerializeGatherableTextData=0.001982ms, BuildExportMap=0.054173ms, SortExportsNonSeekfree=0.045251ms, SortExportsSeekfreeConstructor=0.008591ms, SortExportsSeekfreeInner=0.221640ms, SortExportsSeekfree=0.003632ms, BuildDependencyMap=0.011895ms, SerializeImportMap=0.003301ms, SerializeExportMap=0.003636ms, SerializeDependencyMap=0.002645ms, SerializeStringAssetReferenceMap=0.001982ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014532ms, SerializeExports=0.045914ms, SerializeBulkData=0.008259ms, AsyncWrite=0.061769ms, UnaccountedTime=0.864435ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdF34D64C945B3FFC3759CFCBF280BEC3D_383, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufD6BA6938__56B2BDA264645643818264B1B011B0A6F0402D1D, StartTime=2016.02.08-18.56.00, HierarchicalDDC, DataSize=158317 bytes, Retrieved=true, Duration=0.435024ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdF34D64C945B3FFC3759CFCBF280BEC3D_384, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufD6BA6938__B687279CF44E49136B3954DCFF0B67551F8EC032, StartTime=2016.02.08-18.56.00, HierarchicalDDC, DataSize=124355 bytes, Retrieved=true, Duration=0.338573ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
H:/rd-srvhd2/Enseignement/Utilisateurs/gcote/Home/Documents/Unreal Projects/Incoming/Content/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.uasset, AllOfLoadPackage_Duration=115.153469ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.015195ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.035346ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.024773ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=6.662786ms, SaveCookedPackage_HitCount=1, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
SavePackageTransactionId084B99424A4724C24EECD7B9ADE4FD03_202, Filename=H:/rd-srvhd2/Enseignement/Utilisateurs/gcote/Home/Documents/Unreal Projects/Incoming/Saved/Cooked/WindowsNoEditor/Incoming/Content/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.uasset, FlushAsyncLoading=0.010237ms, FlushStreamingFunc=0.003964ms, BlockTillAllRequestsFinished=0.003964ms, ResetLoadersForSaveUnMarkAllObjects=0.484575ms, TagPackageExports=0.479616ms, BeginCacheForCookedPlatformData=0.008918ms, SerializeImports=0.572767ms, GatherLocalizableTextData=0.003632ms, MarkNames=0.013873ms, SerializeSummary=0.010572ms, SerializeNames=0.112306ms, SerializeGatherableTextData=0.001982ms, BuildExportMap=0.141375ms, SortExportsNonSeekfree=0.285394ms, SortExportsSeekfreeConstructor=0.009246ms, SortExportsSeekfreeInner=1.132321ms, SortExportsSeekfree=0.004295ms, BuildDependencyMap=0.019487ms, SerializeImportMap=0.005946ms, SerializeExportMap=0.006273ms, SerializeDependencyMap=0.003636ms, SerializeStringAssetReferenceMap=0.001650ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016846ms, SerializeExports=0.726365ms, SerializeBulkData=0.010900ms, AsyncWrite=0.126183ms, UnaccountedTime=0.976741ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdF34D64C945B3FFC3759CFCBF280BEC3D_385, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf92663CE0__D36F7E0EA937B21945E2FC3700B40B40751B1EC3, StartTime=2016.02.08-18.56.00, HierarchicalDDC, DataSize=177584 bytes, Retrieved=true, Duration=0.462770ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdF34D64C945B3FFC3759CFCBF280BEC3D_386, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf92663CE0__8FD5EEC44A876A5917BC5D260423EF18F47BF0E9, StartTime=2016.02.08-18.56.00, HierarchicalDDC, DataSize=141449 bytes, Retrieved=true, Duration=19.310553ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
H:/rd-srvhd2/Enseignement/Utilisateurs/gcote/Home/Documents/Unreal Projects/Incoming/Content/StarterContent/Materials/M_Water_Ocean.uasset, AllOfLoadPackage_Duration=188.457336ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=5.662922ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.022132ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.142366ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.033364ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=10.197490ms, SaveCookedPackage_HitCount=1, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
SavePackageTransactionId084B99424A4724C24EECD7B9ADE4FD03_203, Filename=H:/rd-srvhd2/Enseignement/Utilisateurs/gcote/Home/Documents/Unreal Projects/Incoming/Saved/Cooked/WindowsNoEditor/Incoming/Content/StarterContent/Materials/M_Water_Ocean.uasset, FlushAsyncLoading=0.011228ms, FlushStreamingFunc=0.003636ms, BlockTillAllRequestsFinished=0.003301ms, ResetLoadersForSaveUnMarkAllObjects=0.423796ms, TagPackageExports=0.603814ms, BeginCacheForCookedPlatformData=0.009581ms, SerializeImports=0.972778ms, GatherLocalizableTextData=0.005614ms, MarkNames=0.055496ms, SerializeSummary=0.013541ms, SerializeNames=0.179362ms, SerializeGatherableTextData=0.003632ms, BuildExportMap=0.225607ms, SortExportsNonSeekfree=0.577390ms, SortExportsSeekfreeConstructor=0.009578ms, SortExportsSeekfreeInner=1.475517ms, SortExportsSeekfree=0.004627ms, BuildDependencyMap=0.030719ms, SerializeImportMap=0.006936ms, SerializeExportMap=0.011560ms, SerializeDependencyMap=0.004955ms, SerializeStringAssetReferenceMap=0.001982ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.020150ms, SerializeExports=0.885244ms, SerializeBulkData=0.011563ms, AsyncWrite=0.138070ms, UnaccountedTime=0.953950ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdF34D64C945B3FFC3759CFCBF280BEC3D_387, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufA3398B05__76EE9C221625949B3C0B0298BA4968F4A0291AA4, StartTime=2016.02.08-18.56.01, HierarchicalDDC, DataSize=174053 bytes, Retrieved=true, Duration=0.738584ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdF34D64C945B3FFC3759CFCBF280BEC3D_388, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufA3398B05__2260E829AA8255FCFEF5EE14CD6246A39E754D92, StartTime=2016.02.08-18.56.01, HierarchicalDDC, DataSize=140887 bytes, Retrieved=true, Duration=9.190358ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
H:/rd-srvhd2/Enseignement/Utilisateurs/gcote/Home/Documents/Unreal Projects/Incoming/Content/StarterContent/Materials/M_Water_Lake.uasset, AllOfLoadPackage_Duration=78.853820ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.023782ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.038650ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.033692ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=9.180121ms, SaveCookedPackage_HitCount=1, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
SavePackageTransactionId084B99424A4724C24EECD7B9ADE4FD03_204, Filename=H:/rd-srvhd2/Enseignement/Utilisateurs/gcote/Home/Documents/Unreal Projects/Incoming/Saved/Cooked/WindowsNoEditor/Incoming/Content/StarterContent/Materials/M_Water_Lake.uasset, FlushAsyncLoading=0.012223ms, FlushStreamingFunc=0.003632ms, BlockTillAllRequestsFinished=0.003304ms, ResetLoadersForSaveUnMarkAllObjects=1.183849ms, TagPackageExports=0.623304ms, BeginCacheForCookedPlatformData=0.010900ms, SerializeImports=0.831734ms, GatherLocalizableTextData=0.003964ms, MarkNames=0.017837ms, SerializeSummary=0.010572ms, SerializeNames=0.124197ms, SerializeGatherableTextData=0.002313ms, BuildExportMap=0.143025ms, SortExportsNonSeekfree=0.977073ms, SortExportsSeekfreeConstructor=0.015523ms, SortExportsSeekfreeInner=1.615904ms, SortExportsSeekfree=0.006605ms, BuildDependencyMap=0.035673ms, SerializeImportMap=0.005614ms, SerializeExportMap=0.011891ms, SerializeDependencyMap=0.005286ms, SerializeStringAssetReferenceMap=0.001982ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.023123ms, SerializeExports=0.891518ms, SerializeBulkData=0.011563ms, AsyncWrite=0.147320ms, UnaccountedTime=1.047101ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdF34D64C945B3FFC3759CFCBF280BEC3D_389, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf3C4C75DE__BCC32CE20A48B3D9E15E6717FE48D12B68FD8165, StartTime=2016.02.08-18.56.01, HierarchicalDDC, DataSize=165283 bytes, Retrieved=true, Duration=0.458147ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdF34D64C945B3FFC3759CFCBF280BEC3D_390, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf3C4C75DE__1477AA39BC6F06107ED80AB9A2D38BB1ABFBF1A7, StartTime=2016.02.08-18.56.01, HierarchicalDDC, DataSize=128845 bytes, Retrieved=true, Duration=10.141998ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
H:/rd-srvhd2/Enseignement/Utilisateurs/gcote/Home/Documents/Unreal Projects/Incoming/Content/StarterContent/Materials/M_Tech_Panel.uasset, AllOfLoadPackage_Duration=213.971537ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.016518ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.038315ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.027418ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=7.389151ms, SaveCookedPackage_HitCount=1, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
SavePackageTransactionId084B99424A4724C24EECD7B9ADE4FD03_205, Filename=H:/rd-srvhd2/Enseignement/Utilisateurs/gcote/Home/Documents/Unreal Projects/Incoming/Saved/Cooked/WindowsNoEditor/Incoming/Content/StarterContent/Materials/M_Tech_Panel.uasset, FlushAsyncLoading=0.011560ms, FlushStreamingFunc=0.003304ms, BlockTillAllRequestsFinished=0.003632ms, ResetLoadersForSaveUnMarkAllObjects=0.605468ms, TagPackageExports=0.506703ms, BeginCacheForCookedPlatformData=0.008918ms, SerializeImports=0.704564ms, GatherLocalizableTextData=0.004623ms, MarkNames=0.013545ms, SerializeSummary=0.010900ms, SerializeNames=0.112306ms, SerializeGatherableTextData=0.001982ms, BuildExportMap=0.091165ms, SortExportsNonSeekfree=0.489861ms, SortExportsSeekfreeConstructor=0.013873ms, SortExportsSeekfreeInner=1.101270ms, SortExportsSeekfree=0.004955ms, BuildDependencyMap=0.022460ms, SerializeImportMap=0.005282ms, SerializeExportMap=0.008591ms, SerializeDependencyMap=0.003964ms, SerializeStringAssetReferenceMap=0.001982ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.021141ms, SerializeExports=0.797380ms, SerializeBulkData=0.012223ms, AsyncWrite=0.139393ms, UnaccountedTime=1.466598ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdF34D64C945B3FFC3759CFCBF280BEC3D_391, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf2E32D0C8__083152BB3B53295D1159FEB3B94CE1F66B47C15C, StartTime=2016.02.08-18.56.01, HierarchicalDDC, DataSize=159931 bytes, Retrieved=true, Duration=29.304567ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdF34D64C945B3FFC3759CFCBF280BEC3D_392, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf2E32D0C8__9509466E6E4915492B95C7FB2746758A1A05F712, StartTime=2016.02.08-18.56.01, HierarchicalDDC, DataSize=125164 bytes, Retrieved=true, Duration=8.940640ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
H:/rd-srvhd2/Enseignement/Utilisateurs/gcote/Home/Documents/Unreal Projects/Incoming/Content/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.uasset, AllOfLoadPackage_Duration=174.295407ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000328ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.014864ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.037987ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.022788ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=6.281931ms, SaveCookedPackage_HitCount=1, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
SavePackageTransactionId084B99424A4724C24EECD7B9ADE4FD03_206, Filename=H:/rd-srvhd2/Enseignement/Utilisateurs/gcote/Home/Documents/Unreal Projects/Incoming/Saved/Cooked/WindowsNoEditor/Incoming/Content/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.uasset, FlushAsyncLoading=0.010900ms, FlushStreamingFunc=0.003304ms, BlockTillAllRequestsFinished=0.003304ms, ResetLoadersForSaveUnMarkAllObjects=0.576068ms, TagPackageExports=0.459466ms, BeginCacheForCookedPlatformData=0.007927ms, SerializeImports=0.573426ms, GatherLocalizableTextData=0.003636ms, MarkNames=0.013873ms, SerializeSummary=0.010241ms, SerializeNames=0.111643ms, SerializeGatherableTextData=0.001982ms, BuildExportMap=0.129484ms, SortExportsNonSeekfree=0.220321ms, SortExportsSeekfreeConstructor=0.009250ms, SortExportsSeekfreeInner=1.084424ms, SortExportsSeekfree=0.004295ms, BuildDependencyMap=0.019819ms, SerializeImportMap=0.005618ms, SerializeExportMap=0.006277ms, SerializeDependencyMap=0.003304ms, SerializeStringAssetReferenceMap=0.001982ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017505ms, SerializeExports=0.716783ms, SerializeBulkData=0.010900ms, AsyncWrite=0.121884ms, UnaccountedTime=0.994250ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdF34D64C945B3FFC3759CFCBF280BEC3D_393, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf54069727__B9D5279C57B0E1F223D631B7B9C81EC184225AD8, StartTime=2016.02.08-18.56.01, HierarchicalDDC, DataSize=166562 bytes, Retrieved=true, Duration=4.007052ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdF34D64C945B3FFC3759CFCBF280BEC3D_394, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf54069727__E5B48F6B9A01C76AC2636613AF646A1B26D86CCF, StartTime=2016.02.08-18.56.01, HierarchicalDDC, DataSize=131143 bytes, Retrieved=true, Duration=6.575253ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
H:/rd-srvhd2/Enseignement/Utilisateurs/gcote/Home/Documents/Unreal Projects/Incoming/Content/StarterContent/Materials/M_Tech_Hex_Tile.uasset, AllOfLoadPackage_Duration=75.388484ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.016514ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.038646ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.025105ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=7.828139ms, SaveCookedPackage_HitCount=1, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
SavePackageTransactionId084B99424A4724C24EECD7B9ADE4FD03_207, Filename=H:/rd-srvhd2/Enseignement/Utilisateurs/gcote/Home/Documents/Unreal Projects/Incoming/Saved/Cooked/WindowsNoEditor/Incoming/Content/StarterContent/Materials/M_Tech_Hex_Tile.uasset, FlushAsyncLoading=0.044264ms, FlushStreamingFunc=0.015523ms, BlockTillAllRequestsFinished=0.004627ms, ResetLoadersForSaveUnMarkAllObjects=0.562526ms, TagPackageExports=0.452202ms, BeginCacheForCookedPlatformData=0.008587ms, SerializeImports=0.539735ms, GatherLocalizableTextData=0.003967ms, MarkNames=0.012219ms, SerializeSummary=0.010900ms, SerializeNames=0.132456ms, SerializeGatherableTextData=0.002645ms, BuildExportMap=0.096120ms, SortExportsNonSeekfree=0.130475ms, SortExportsSeekfreeConstructor=0.010569ms, SortExportsSeekfreeInner=1.066260ms, SortExportsSeekfree=0.003964ms, BuildDependencyMap=0.014532ms, SerializeImportMap=0.005614ms, SerializeExportMap=0.005286ms, SerializeDependencyMap=0.002973ms, SerializeStringAssetReferenceMap=0.001982ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019487ms, SerializeExports=0.717446ms, SerializeBulkData=0.011560ms, AsyncWrite=0.127833ms, UnaccountedTime=1.040820ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdF34D64C945B3FFC3759CFCBF280BEC3D_395, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf67D6887F__F5BA5D9DF39DA909007FE83AC35C15386B1EB33A, StartTime=2016.02.08-18.56.01, HierarchicalDDC, DataSize=165129 bytes, Retrieved=true, Duration=24.817236ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdF34D64C945B3FFC3759CFCBF280BEC3D_396, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf67D6887F__7243083026279C8C4BDB9713F85EF805D0CA11B6, StartTime=2016.02.08-18.56.01, HierarchicalDDC, DataSize=129619 bytes, Retrieved=true, Duration=56.508331ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
H:/rd-srvhd2/Enseignement/Utilisateurs/gcote/Home/Documents/Unreal Projects/Incoming/Content/StarterContent/Materials/M_Tech_Checker_Dot.uasset, AllOfLoadPackage_Duration=256.288212ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000328ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.014864ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.039306ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.027418ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=12.835056ms, SaveCookedPackage_HitCount=1, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
SavePackageTransactionId084B99424A4724C24EECD7B9ADE4FD03_208, Filename=H:/rd-srvhd2/Enseignement/Utilisateurs/gcote/Home/Documents/Unreal Projects/Incoming/Saved/Cooked/WindowsNoEditor/Incoming/Content/StarterContent/Materials/M_Tech_Checker_Dot.uasset, FlushAsyncLoading=0.011560ms, FlushStreamingFunc=0.003304ms, BlockTillAllRequestsFinished=0.003964ms, ResetLoadersForSaveUnMarkAllObjects=1.178235ms, TagPackageExports=1.943573ms, BeginCacheForCookedPlatformData=0.016849ms, SerializeImports=0.832062ms, GatherLocalizableTextData=0.005946ms, MarkNames=0.016846ms, SerializeSummary=0.011232ms, SerializeNames=0.132784ms, SerializeGatherableTextData=0.002313ms, BuildExportMap=0.138074ms, SortExportsNonSeekfree=0.401329ms, SortExportsSeekfreeConstructor=0.009250ms, SortExportsSeekfreeInner=1.249254ms, SortExportsSeekfree=0.006936ms, BuildDependencyMap=0.023782ms, SerializeImportMap=0.006609ms, SerializeExportMap=0.008255ms, SerializeDependencyMap=0.004292ms, SerializeStringAssetReferenceMap=0.001982ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.023782ms, SerializeExports=0.918940ms, SerializeBulkData=0.014201ms, AsyncWrite=0.140056ms, UnaccountedTime=1.777425ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
